city,land area,land,INTPTLAT,INTPTLONG
Thompsonville,3.888,10068708,27.260012,-98.784671
Thorndale,0.962,2492592,30.614023,-97.206487
Thornton,0.983,2545725,31.409957,-96.573614
Thorntonville,0.801,2074114,31.578927,-102.922073
Thrall,0.465,1205507,30.588154,-97.297728
Three Rivers,1.463,3789848,28.466853,-98.177947
Throckmorton,1.663,4307759,33.182071,-99.179771
Thunderbird Bay,2.542,6584665,31.909633,-99.020798
Tierra Bonita,0.907,2348448,26.272699,-97.827639
Tierra Dorada,0.018,47268,26.400653,-98.921262
Tierra Grande,4.707,12191199,27.703686,-97.571819
Tierra Verde,2,5180237,27.761571,-97.717384
Tiki Island village,0.476,1233777,29.297265,-94.914945
Tilden,0.348,900945,28.459855,-98.548677
Timbercreek Canyon village,1.907,4939040,35.05345,-101.818418
Timberwood Park,20.376,52774586,29.700723,-98.483181
Timpson,2.512,6505171,31.906912,-94.397056
Tioga,1.97,5102956,33.472108,-96.915704
Tira,1.418,3672446,33.329101,-95.536066
Tivoli,1.117,2894055,28.460839,-96.89147
Toco,0.17,439367,33.653889,-95.649495
Todd Mission,1.984,5139797,30.260944,-95.829997
Tolar,1.105,2863069,32.390005,-97.920098
Tomball,13.048,33794141,30.095078,-95.619678
Tom Bean,1.448,3749624,33.520296,-96.484218
Tool,3.59,9298189,32.280535,-96.172711
Tornillo,3.465,8974900,31.436704,-106.103225
Tow,1.82,4713928,30.887703,-98.46414
of Pecos,30.251,78349427,31.391676,-103.527166
Toyah,1.623,4202607,31.312498,-103.794612
Tradewinds,1.083,2805147,27.994992,-97.260176
Travis Ranch,1.204,3118951,32.800955,-96.478156
Trent,0.404,1045599,32.48841,-100.123336
Trenton,1.873,4849926,33.426257,-96.344594
Trinidad,14.903,38597896,32.160015,-96.109524
Trinity,3.791,9819129,30.944452,-95.373563
Trophy Club,3.983,10315861,32.992522,-97.172964
Troup,2.458,6365650,32.145812,-95.12256
Troy,4.654,12053368,31.193982,-97.300358
Tuleta,4.474,11588161,28.576701,-97.798026
Tulia,3.557,9213577,34.537864,-101.774434
Tulsita,0.291,754403,28.642329,-97.818052
Tunis,0.263,680133,30.542276,-96.527258
Turkey,0.818,2118793,34.393922,-100.895302
Tuscola,0.854,2213014,32.21156,-99.798256
Tye,4.801,12434978,32.452218,-99.866537
Tyler,57.79,149675880,32.317258,-95.305886
Tynan,3.459,8957667,28.170753,-97.749176
Uhland,3.817,9885385,29.966577,-97.788116
Umbarger,1.029,2664079,34.956389,-102.109392
Uncertain,0.537,1390272,32.70064,-94.133261
Union Grove,0.935,2420775,32.574983,-94.915088
Union Valley,2.652,6868402,32.946925,-96.240293
Universal,5.641,14609961,29.552,-98.307577
University Park,3.689,9554778,32.848624,-96.79525
Utopia,2.952,7646606,29.624088,-99.512655
Uvalde,7.686,19907443,29.215184,-99.777215
Uvalde Estates,5.917,15325497,29.168689,-99.836142
Valentine,0.486,1258249,30.588611,-104.495314
Valera,0.218,564504,31.753618,-99.54927
Valle Hermoso,0.545,1411957,26.382268,-98.787117
Valle Verde,0.198,513999,27.679691,-99.200997
Valle Vista,0.08,207406,26.316046,-98.654655
Valley Mills,1.216,3150542,31.656797,-97.472648
Valley View,2.393,6197498,33.477348,-97.15692
Val Verde Park,0.818,2118375,29.374553,-100.830616
Van,2.991,7745972,32.523868,-95.63758
Van Alstyne,5.553,14381998,33.421688,-96.583202
Vanderbilt,1.906,4935642,28.820811,-96.60964
Van Horn,2.838,7349737,31.040672,-104.834154
Van Vleck,7.287,18872762,29.028133,-95.884566
Vega,1.338,3466375,35.245302,-102.429247
Venus,4.868,12606881,32.426217,-97.102177
Vernon,7.89,20435084,34.147664,-99.300427
Victoria,37.179,96294375,28.828528,-96.986015
VictoriaV era,0.009,24445,26.318088,-98.69296
Vidor,12.015,31119446,30.128139,-93.991733
Villadel Sol,0.189,488772,26.191904,-97.581886
Villa Pancho,0.279,721734,25.884254,-97.415777
Villarreal,0.068,175648,26.307121,-98.644285
Villa Verde,0.263,682432,26.130081,-97.995974
Vinton village,2.741,7099955,31.959455,-106.593517
Volente village,2.116,5479476,30.445325,-97.907911
Von Ormy,1.891,4896377,29.277391,-98.657373
Waco,91.005,235702396,31.557994,-97.18975
Wadsworth,7.468,19341848,28.829941,-95.914531
Waelder,1.279,3312487,29.694496,-97.297848
Waka,0.132,343010,36.281583,-101.044133
Wake Village,2.985,7731618,33.423839,-94.126966
Waller,6.12,15851320,30.072394,-95.931551
Wallis,1.495,3873182,29.632021,-96.063517
Walnut Springs,1.331,3447096,32.056979,-97.750568
Warren,4.217,10921613,30.612591,-94.42286
Warren,1.748,4527195,32.551254,-94.904911
Washburn,0.963,2492899,35.169163,-101.569995
Waskom,2.68,6942298,32.47663,-94.064559
Watauga,4.159,10772051,32.871799,-97.251488
Waxahachie,49.757,128869148,32.40248,-96.844493
Weatherford,27.793,71984347,32.75319,-97.771944
Webberville village,2.092,5419529,30.226071,-97.499593
Webster,6.348,16441913,29.532072,-95.116478
Weimar,2.312,5987652,29.70005,-96.777251
Weinert,0.483,1251893,33.3234,-99.673674
Weir,1.821,4716800,30.676717,-97.59107
Welch,1.46,3781521,32.933613,-102.123194
Wellington,1.379,3572564,34.853813,-100.213982
Wellman,0.34,880019,33.046979,-102.427437
Wells,1.915,4960203,31.491559,-94.947319
Wells Branch,2.43,6294352,30.443458,-97.679955
Weslaco,16.917,43813815,26.160549,-97.987654
West,1.707,4420409,31.80311,-97.094614
West Alto Bonito,0.115,297014,26.314312,-98.663153
Westbrook,0.422,1092122,32.357073,-101.013259
West Columbia,2.608,6754376,29.141926,-95.649452
Westdale,4.027,10429953,27.965726,-97.993728
Western Lake,3.465,8974247,32.62116,-97.816656
Westlake,6.882,17823256,32.985461,-97.203788
West Lake Hills,3.593,9306904,30.291636,-97.814164
West Livingston,23.766,61552863,30.701393,-95.020274
Westminster,3.984,10317797,33.364849,-96.459348
West Odessa,62.14,160940934,31.838248,-102.500139
Weston,4.488,11624595,33.330038,-96.665863
Weston Lakes,2.651,6866563,29.657316,-95.931016
West Orange,3.401,8808184,30.079101,-93.759774
Westover Hills,0.709,1835762,32.74366,-97.412266
West Sharyland,1.162,3008556,26.271774,-98.340432
West Tawakoni,2.823,7311913,32.899625,-96.035919
West University Place,2.004,5190531,29.715442,-95.431628
Westway,1.149,2975876,31.96007,-106.575981
Westwood Shores,3.222,8344101,30.936571,-95.327405
Westworth Village,2.073,5369789,32.761945,-97.423257
Wharton,8.309,21518930,29.317601,-96.102279
Wheeler,1.53,3963876,35.441115,-100.275228
White Deer,1.74,4505925,35.433397,-101.175846
Whiteface,0.588,1524111,33.599563,-102.61337
Whitehouse,5.496,14234757,32.221677,-95.220676
White Oak,9.09,23541831,32.530045,-94.853928
Whitesboro,3.341,8653741,33.65958,-96.903694
White Settlement,5.037,13045587,32.755053,-97.460687
Whitewright,1.832,4745448,33.511159,-96.394906
Whitharral,1.111,2876645,33.739154,-102.327823
Whitney,1.86,4818194,31.952447,-97.31977
Wichita Falls,72.198,186992099,33.906654,-98.525848
Wickett,0.705,1824762,31.567325,-103.005948
Wildorado,2.351,6090285,35.209206,-102.209515
Wild Peach Village,10.008,25919865,29.081044,-95.637257
Wildwood,4.368,11314114,30.525295,-94.448708
Willis,4.733,12257212,30.434166,-95.484207
Willow Grove,5.164,13374422,31.559134,-97.296059
Willow Park,6.433,16661066,32.753942,-97.650172
Wills Point,3.665,9493289,32.709454,-96.004991
Wilmer,12.144,31453218,32.599015,-96.681585
Wilson,0.646,1672964,33.31934,-101.727499
Wimberley,8.955,23194065,29.984804,-98.090553
Windcrest,2.15,5567703,29.514831,-98.381341
Windom,0.55,1425680,33.564799,-95.998519
Windthorst,2.504,6484806,33.576966,-98.434932
Winfield,0.777,2013321,33.165434,-95.111225
Wingate,2.182,5651456,32.045513,-100.104039
Wink,1.167,3021314,31.754497,-103.154117
Winnie,3.955,10243878,29.816716,-94.380673
Winnsboro,3.742,9690732,32.955903,-95.290319
Winona,1.54,3989181,32.49261,-95.177413
Winters,2.357,6105683,31.949127,-99.959308
Wixon Valley,1.794,4645412,30.764482,-96.318645
Wolfe,1.123,2909110,33.368528,-96.071986
Wolfforth,4.862,12592509,33.509016,-102.005082
Woodbranch,2.008,5201879,30.181335,-95.183615
Woodcreek,1.086,2813237,30.026646,-98.111526
Woodloch,0.084,218557,30.217204,-95.413029
Woodsboro,0.757,1960058,28.237807,-97.32538
Woodson,0.649,1681401,33.014931,-99.053429
Woodville,3.145,8145903,30.774433,-94.422454
Woodway,6.586,17056968,31.498334,-97.230789
Wortham,1.987,5147099,31.790154,-96.461613
Wyldwood,11.329,29341168,30.128651,-97.477416
Wylie,21.164,54814709,33.029144,-96.527041
Yancey,5.009,12974508,29.147071,-99.142642
Yantis,1.842,4770075,32.92853,-95.577357
Yoakum,4.58,11862356,29.293204,-97.14701
York,1.728,4474907,28.982808,-97.505032
Yznaga,5.451,14118737,26.328525,-97.815009
Zapata,7.642,19793716,26.902166,-99.261428
Zapata Ranch,1.407,3643650,26.358827,-97.823005
Zarate,0.019,48715,26.319936,-98.636931
Zavalla,2.088,5406953,31.158466,-94.418918
Zephyr,1.515,3923027,31.679217,-98.791235
Zuehl,5.292,13705722,29.505103,-98.152168
